ID,x,y,z,leftCentralRightRadiiAverage,centralRadiiAverageOf3Radii
1021098276,606981.2573699041,5.749732569917137e6,0.0,0.0,0.0
10250000897,606960.0108869721,5.749755803912295e6,0.0,0.0,0.0
3354852793,606942.6488802328,5.749774781698734e6,0.0,Inf,0.0
3919572408,606941.0981565175,5.749776473154839e6,0.0,21133.0,Inf
3919572414,606888.7379287599,5.749833712548928e6,0.0,17814.0,17417.0
9231304892,606852.7119287981,5.74987273123486e6,0.0,5902.0,2051.0
9231304891,606842.3755346074,5.749884159885926e6,0.0,1347.0,551.0
1021098275,606828.5746391157,5.749901800963454e6,0.0,490.0,676.0
1400131758,606811.5478123955,5.749926416158855e6,0.0,640.0,Inf
1021098245,606799.8129505977,5.749944679917801e6,0.0,5759.0,1550.0
10813104078,606749.1766125448,5.750011959836285e6,0.0,5822.0,7367.0
1400131767,606744.4093323249,5.750018255797926e6,0.0,8889.0,4695.0
1400131781,606736.9196038394,5.750027931742068e6,0.0,5518.0,12464.0
10250046525,606695.1502987322,5.750082350107624e6,0.0,9878.0,9106.0
9850427203,606671.011642663,5.750113189568396e6,0.0,8449.0,18854.0
1400131799,606630.0823670836,5.750165078433332e6,0.0,6948.0,4540.0
1400131802,606600.5483725931,5.750203313522018e6,0.0,2765.0,1643.0
1400131808,606576.4945456735,5.750237014629751e6,0.0,1292.0,1313.0
9850427202,606555.959288691,5.750267452842422e6,0.0,1025.0,993.0
1400131811,606552.0233834857,5.750273521882279e6,0.0,1797.0,821.0
1400131816,606526.3119508487,5.750321106763788e6,0.0,Inf,9278.0
3919572443,606492.1482538477,5.750381941326385e6,0.0,Inf,Inf
1400131821,606486.9898909531,5.750391121997269e6,0.0,Inf,2506.0
7376818681,606459.4735548706,5.750435264219531e6,0.0,Inf,674.0
9850427196,606454.98329632,5.750445727500078e6,0.0,Inf,Inf
243531130,606417.9462765892,5.750532047080819e6,0.0,Inf,4502.0
1400131825,606396.8620100252,5.750578384604969e6,0.0,1883.0,2104.0
7376818682,606386.4503026752,5.750603197272783e6,0.0,2482.0,1573.0
7376835693,606362.6203896982,5.750668646950522e6,0.0,2866.0,3408.0
7376818655,606344.169811968,5.750721315742214e6,0.0,3643.0,2727.0
305873594,606328.192729349,5.750770320972143e6,0.0,2111.0,2647.0
7376818654,606315.7954418036,5.750810234294015e6,0.0,46189.0,1449.0
9850427194,606313.3810582215,5.750819562380632e6,0.0,Inf,46528.0
3929671388,606294.4883772153,5.7508924603962395e6,0.0,Inf,9583.0
7376818648,606278.839590879,5.750953934006962e6,0.0,6942.0,3384.0
7376818649,606268.3750864982,5.750997838225091e6,0.0,8591.0,1976.0
7376818646,606260.3585126506,5.751037644350165e6,0.0,10263.0,8797.0
4833303447,606254.2127603476,5.751068433499988e6,0.0,9988.0,4273.0
305873595,606251.5668159424,5.751081873371348e6,0.0,5910.0,1544.0
3929638120,606248.8727023907,5.751099206371213e6,0.0,3729.0,4607.0
386591982,606230.0722965618,5.751227214330717e6,0.0,3911.0,1741.0
2591189633,606229.4876778175,5.751232386711381e6,0.0,Inf,1438.0
9850427179,606224.1011833586,5.751313382027897e6,0.0,Inf,Inf
1400131837,606221.9264464297,5.751346146893086e6,0.0,Inf,21927.0
9850427177,606220.8181912426,5.751362378680363e6,0.0,Inf,Inf
1400131839,606217.5249401921,5.75141056291069e6,0.0,Inf,1423.0
1898383811,606216.5988578353,5.751472716163515e6,0.0,3377.0,4041.0
243531132,606216.26588211,5.751489387192433e6,0.0,4883.0,2171.0
1400131843,606219.0096525965,5.75159460973235e6,0.0,3204.0,4212.0
243531133,606222.859704081,5.751683033026964e6,0.0,3443.0,2963.0
1400131856,606229.2784822524,5.751768117364369e6,0.0,24780.0,2487.0
9850427178,606233.5712569777,5.751808407231844e6,0.0,24920.0,25598.0
305873596,606234.0817603688,5.751813213435348e6,0.0,49345.0,4518.0
1400131857,606284.4282521921,5.752130275982362e6,0.0,Inf,Inf
9850427175,606311.1815104808,5.752302409505444e6,0.0,Inf,Inf
1400159730,606322.8721331565,5.752377592536886e6,0.0,Inf,Inf
9850427174,606390.4963706217,5.752795326401795e6,0.0,Inf,Inf
1400159732,606400.1781677468,5.752855157425769e6,0.0,Inf,Inf
6193098889,606406.8760106497,5.752897401299931e6,0.0,Inf,Inf
9850427168,606468.1440476984,5.753289433909069e6,0.0,Inf,Inf
9850427167,606506.2060371256,5.75353301756255e6,0.0,Inf,Inf
9850427166,606545.29856954,5.753783243772189e6,0.0,Inf,Inf
2834577011,606577.1112510501,5.753986852355015e6,0.0,Inf,Inf
9850427164,606607.2638079636,5.754179778125341e6,0.0,Inf,Inf
9850427163,606622.5712902149,5.754277770352655e6,0.0,Inf,Inf
1400159733,606658.2080152336,5.754505883427073e6,0.0,Inf,Inf
2329649631,606688.6159051897,5.754697135451676e6,0.0,Inf,Inf
9850427162,606700.2883442829,5.754770940009985e6,0.0,Inf,Inf
9850427160,606779.9394771191,5.755274467142961e6,0.0,Inf,Inf
699778886,606781.5935756644,5.755284927764033e6,0.0,Inf,Inf
9850427157,606818.7896508249,5.755521020312949e6,0.0,Inf,Inf
9850427159,606856.0976994602,5.755757794447998e6,0.0,Inf,Inf
1400159735,606881.6373177724,5.75591990494516e6,0.0,Inf,Inf
297346827,606917.8257092,5.756159838086768e6,0.0,45801.0,Inf
3919573359,606934.3618898707,5.756267226621672e6,0.0,38780.0,Inf
1400159741,606950.0304661884,5.756370457714222e6,0.0,Inf,16458.0
3919573365,606969.4603132324,5.756489379566653e6,0.0,Inf,Inf
1400159743,606974.2263618584,5.7565185545608895e6,0.0,Inf,5623.0
1400159744,606984.4585993101,5.756575984947049e6,0.0,12690.0,13036.0
1400159746,606992.5867259138,5.756621209287707e6,0.0,11918.0,808.0
2138978789,607000.4489942658,5.756652186293072e6,0.0,739.0,778.0
1400159749,607011.7889751807,5.756689312721871e6,0.0,871.0,865.0
3919573368,607030.0524294045,5.756739905602299e6,0.0,804.0,919.0
1400159752,607039.8720482714,5.756763892772935e6,0.0,36340.0,902.0
3919573369,607047.0500968244,5.756779601057489e6,0.0,Inf,37109.0
1400159755,607065.1356088412,5.756819208618731e6,0.0,Inf,Inf
9850423166,607075.0980192324,5.75684100704791e6,0.0,47588.0,Inf
9850423165,607075.6364931053,5.756842186844863e6,0.0,14345.0,6549.0
299024844,607083.3200839394,5.756858996398821e6,0.0,6627.0,824.0
243531154,607128.9328454976,5.756938981697302e6,0.0,1224.0,1533.0
995443042,607166.3874558287,5.756998275620863e6,0.0,1214.0,1228.0
1400159766,607198.1435678757,5.757043395098174e6,0.0,673.0,739.0
1400159767,607207.8643511895,5.757055575508131e6,0.0,362.0,747.0
1400159768,607215.9895046075,5.757064261424899e6,0.0,470.0,1347.0
6432136937,607236.346091079,5.757089220541601e6,0.0,549.0,1984.0
6432136939,607256.795749504,5.757116240117441e6,0.0,498.0,708.0
1400159769,607270.2999732513,5.75713181749555e6,0.0,202.0,272.0
995417882,607272.0360369098,5.757133568209149e6,0.0,240.0,237.0
3919573376,607273.7449028939,5.757134984549725e6,0.0,398.0,1043.0
4010534120,607308.6040898915,5.757166764168182e6,0.0,19528.0,883.0
5251275430,607319.9651755694,5.75717616506941e6,0.0,Inf,19888.0
8972813296,607338.6145122923,5.757191586090594e6,0.0,Inf,40694.0
1400159771,607346.6658706663,5.757198245658617e6,0.0,42207.0,502.0
3919573387,607378.12262923,5.757220684479795e6,0.0,2237.0,2682.0
9844117759,607379.0300005017,5.757221327048521e6,0.0,2242.0,616.0
995417878,607381.1695459768,5.757222852817763e6,0.0,501.0,428.0
3919573394,607422.8797374461,5.757248304942947e6,0.0,396.0,463.0
995417877,607429.16487842,5.757251733429642e6,0.0,500.0,352.0
995417873,607458.4159052228,5.75726482374503e6,0.0,400.0,508.0
995417872,607484.8913347753,5.757275273232952e6,0.0,578.0,358.0
995417869,607514.4409368885,5.757283419080065e6,0.0,6255.0,627.0
3919573404,607534.3216979442,5.757288208309933e6,0.0,6373.0,6477.0
995417868,607543.6156098543,5.757290455528566e6,0.0,6340.0,744.0
995417865,607577.0489686087,5.757297327905323e6,0.0,571.0,626.0
995417860,607615.9900972936,5.757303173082026e6,0.0,508.0,440.0
1400159780,607633.9506268065,5.757304550080679e6,0.0,393.0,414.0
995417858,607663.9290435024,5.757305218016556e6,0.0,319.0,303.0
995417856,607677.469945804,5.757304652992931e6,0.0,233.0,204.0
1400159777,607698.3285542717,5.757301697745293e6,0.0,181.0,189.0
357161800,607722.2260879785,5.75729521426318e6,0.0,193.0,197.0
6432136963,607736.6468753706,5.757289550232338e6,0.0,391.0,246.0
380359403,607748.9405026392,5.757283706867499e6,0.0,434.0,500.0
357161803,607773.677582867,5.757271133346502e6,0.0,656.0,380.0
357161805,607802.2632495651,5.7572528794888845e6,0.0,897.0,715.0
357161806,607817.8430320894,5.757242256066786e6,0.0,1071.0,1119.0
1400215040,607831.5931836225,5.7572326390971625e6,0.0,1839.0,1211.0
357161809,607871.0257279256,5.757202669911766e6,0.0,Inf,13665.0
6432136961,607891.0696007444,5.757187803765388e6,0.0,Inf,Inf
357161810,607911.8821672804,5.757172364593327e6,0.0,Inf,1153.0
357169264,608007.4234508825,5.757112298484858e6,0.0,1291.0,1725.0
357169265,608041.8524738308,5.757092225091404e6,0.0,1276.0,962.0
357169266,608064.7554097165,5.757080303146374e6,0.0,688.0,847.0
6432136946,608092.6185103799,5.757066953123259e6,0.0,40090.0,605.0
9723494280,608117.015066389,5.757056866185953e6,0.0,39929.0,40130.0
6432136947,608122.5367545706,5.75705458232259e6,0.0,40718.0,832.0
357169268,608155.8219898514,5.757042929880274e6,0.0,Inf,2758.0
9723494278,608217.9470042633,5.757022388883357e6,0.0,Inf,Inf
357169269,608266.0366381647,5.757006495871088e6,0.0,Inf,15874.0
9723494274,608286.1987234076,5.756999911851942e6,0.0,19749.0,19049.0
357169271,608297.1382505158,5.756996343622018e6,0.0,18545.0,2135.0
6432136954,608337.8197224366,5.756981926368032e6,0.0,6429.0,4033.0
4304467388,608370.5458838692,5.756970107434407e6,0.0,6151.0,4425.0
357169273,608383.7465569022,5.756965308874756e6,0.0,4426.0,576.0
6432136957,608418.9910386403,5.756948015026577e6,0.0,1763.0,1492.0
357169275,608448.4485670167,5.756932554113688e6,0.0,5899.0,4349.0
9723494269,608556.2822454002,5.756873020735808e6,0.0,14587.0,Inf
9723494267,608644.9461262474,5.756825089470343e6,0.0,16945.0,Inf
357169281,608794.1727859778,5.756743462507643e6,0.0,13762.0,11875.0
1400214957,608867.6119015691,5.756704405295121e6,0.0,4732.0,2802.0
1400214952,608883.331922645,5.756696369452422e6,0.0,1245.0,736.0
11568573174,608899.47929638,5.756689233082845e6,0.0,313.0,376.0
1400214950,608916.0125416982,5.756683006413421e6,0.0,314.0,312.0
11568573175,608932.8619614864,5.756677732435271e6,0.0,312.0,313.0
1400214948,608949.9931871188,5.756673410402832e6,0.0,314.0,312.0
11568573176,608964.5144527692,5.756670544735872e6,0.0,314.0,315.0
1400214944,608979.1515168407,5.756668360348623e6,0.0,314.0,314.0
11568573177,608993.8766428521,5.756666867764017e6,0.0,313.0,312.0
9723494264,609008.6620940581,5.756666077504675e6,0.0,313.0,313.0
1400214940,609026.3941333476,5.756666052517928e6,0.0,314.0,314.0
1400214941,609044.104342419,5.756667028499222e6,0.0,314.0,314.0
11568573178,609061.7308620266,5.756669004099158e6,0.0,313.0,314.0
11568573179,609079.2189477764,5.756671966996245e6,0.0,314.0,310.0
1400214946,609096.5064982004,5.756675926960599e6,0.0,296.0,305.0
1400214949,609113.5392550514,5.756680849426825e6,0.0,291.0,278.0
11568573171,609128.75152279,5.75668633303998e6,0.0,282.0,288.0
11568573173,609143.636306273,5.756692644035761e6,0.0,291.0,292.0
11568573172,609158.9476515404,5.7567001994297225e6,0.0,314.0,304.0
1400214954,609173.7857256467,5.756708645780558e6,0.0,325.0,340.0
1400214956,609193.9547343571,5.756721692587482e6,0.0,336.0,325.0
11568573170,609217.105892687,5.756739533384378e6,0.0,309.0,322.0
1400214959,609236.0663887653,5.756756904418861e6,0.0,397.0,314.0
11568573169,609251.9609017156,5.756774253027646e6,0.0,377.0,427.0
1400214961,609268.0711545217,5.756793364390851e6,0.0,478.0,314.0
1400214974,609293.3185068321,5.756833537727914e6,0.0,334.0,429.0
2025760178,609309.7451156218,5.756864261079345e6,0.0,328.0,228.0
2025760183,609313.9009651453,5.75687605702062e6,0.0,527.0,264.0
1400214984,609321.2746502646,5.756904813344356e6,0.0,583.0,665.0
1400214986,609327.1979433243,5.756930411418229e6,0.0,26134.0,389.0
9723494260,609332.7255774919,5.75698258202834e6,0.0,25820.0,25930.0
1400214997,609333.249520868,5.756987544775845e6,0.0,25877.0,382.0
1400215002,609331.8109272724,5.757045771605806e6,0.0,445.0,498.0
1400215006,609327.7827177397,5.757079697176434e6,0.0,566.0,566.0
1400215016,609322.6005707349,5.757109491836795e6,0.0,581.0,575.0
1400215026,609314.5724955762,5.757144309065667e6,0.0,501.0,508.0
1400215028,609305.5048635197,5.757174797620028e6,0.0,442.0,407.0
1400215032,609293.3005996052,5.757205373371215e6,0.0,Inf,496.0
9723494257,609283.9757811342,5.75722499688201e6,0.0,Inf,Inf
1400215038,609278.1460261906,5.757237264327614e6,0.0,Inf,1183.0
1400215041,609255.2546588051,5.757283450631817e6,0.0,918.0,412.0
1400215042,609231.7709612425,5.757318697873934e6,0.0,388.0,407.0
1400215045,609221.4288044956,5.757332046169914e6,0.0,436.0,402.0
1400215049,609201.6401806028,5.757354567706268e6,0.0,413.0,450.0
1400215055,609175.3076337071,5.757380851760751e6,0.0,8043.0,396.0
9723494254,609134.5096089831,5.757412272029513e6,0.0,7995.0,8240.0
1400215057,609131.3421442658,5.757414717449775e6,0.0,8587.0,897.0
1400215059,609077.3533473879,5.757448954440603e6,0.0,14815.0,2230.0
1400215061,608881.8103551194,5.757555187441131e6,0.0,17693.0,28336.0
1400215065,608824.1570327121,5.757586765883732e6,0.0,Inf,23423.0
9723494250,608785.2953355021,5.757608361872479e6,0.0,Inf,Inf
1965177336,608752.1815704311,5.757626756420921e6,0.0,Inf,14659.0
1965177351,608737.0741709925,5.757634894919879e6,0.0,2723.0,25200.0
1400232421,608709.158983112,5.757650376461893e6,0.0,2497.0,3752.0
1400232423,608678.7463379323,5.757666916486741e6,0.0,1969.0,1444.0
1400232429,608624.7765987056,5.757698655136854e6,0.0,13633.0,530.0
9723494248,608609.3906569463,5.757709825472782e6,0.0,13217.0,13288.0
9286536229,608604.0898105599,5.757713671285569e6,0.0,13160.0,298.0
1400232432,608584.6408608684,5.757730249861283e6,0.0,1982.0,355.0
1400232435,608566.0133516869,5.757749839367337e6,0.0,2083.0,2217.0
1400232438,608543.5534785676,5.757773718387643e6,0.0,2117.0,505.0
1400232443,608506.8322016156,5.757820642215972e6,0.0,383.0,371.0
1400232446,608488.5350734375,5.757851955305052e6,0.0,400.0,332.0
1400232449,608475.6303813953,5.757881850060646e6,0.0,387.0,439.0
1400232451,608462.5846219193,5.757918250750057e6,0.0,439.0,358.0
1400232455,608452.7575426528,5.757965024406855e6,0.0,26055.0,423.0
9723494245,608448.3430376659,5.758006908649675e6,0.0,26025.0,26089.0
1400232456,608447.4522109593,5.758015334283072e6,0.0,26041.0,363.0
1400232457,608449.3311908807,5.758070005880815e6,0.0,447.0,526.0
1400232459,608457.003187037,5.758122511176635e6,0.0,1644.0,770.0
1400232460,608472.1210054862,5.758184724619378e6,0.0,1883.0,2850.0
1400232462,608485.05155689,5.758241928241829e6,0.0,2771.0,7545.0
1400232463,608498.8935724928,5.758292275561226e6,0.0,Inf,25579.0
9723494240,608536.7995613196,5.758450104212384e6,0.0,Inf,Inf
9723494238,608582.9968335454,5.758642460858909e6,0.0,Inf,Inf
1400232465,608588.4485923453,5.7586651438176045e6,0.0,Inf,Inf
9723494235,608631.3985573545,5.758835656034485e6,0.0,Inf,Inf
1400232473,608642.722153483,5.758880619567293e6,0.0,Inf,10129.0
9723494233,608677.4851461564,5.759036523277488e6,0.0,Inf,Inf
1400232475,608690.4958273326,5.759094864316388e6,0.0,Inf,8949.0
9723494231,608723.1039268331,5.759224596631039e6,0.0,Inf,Inf
1400232478,608757.0946965839,5.759359855837583e6,0.0,Inf,33444.0
9723494230,608771.4983872743,5.7594181941342205e6,0.0,Inf,Inf
1400232483,608798.8015848284,5.759528796450608e6,0.0,Inf,3683.0
9723494226,608815.2510669491,5.759609877544788e6,0.0,Inf,Inf
1400232492,608830.0556477687,5.759682856165549e6,0.0,Inf,2154.0
1400232497,608843.5274736247,5.759767466381925e6,0.0,Inf,1267.0
9723494228,608847.2243709427,5.759808436854766e6,0.0,Inf,Inf
1400232500,608850.9327423192,5.759849507723929e6,0.0,Inf,954.0
1400232509,608851.3713123035,5.7599277366163e6,0.0,995.0,1272.0
1400232510,608848.3955648597,5.759993963479979e6,0.0,Inf,1121.0
9723494224,608847.1633434049,5.760007310682882e6,0.0,Inf,Inf
1400232513,608842.3768634187,5.7600592116501e6,0.0,Inf,804.0
1400232518,608834.3728342919,5.760103331824822e6,0.0,1532.0,1442.0
1400232525,608820.7175808888,5.760167801627135e6,0.0,46495.0,1944.0
9723494222,608812.3184557292,5.760203267925138e6,0.0,46032.0,46020.0
1400232527,608807.8999127604,5.760221908680622e6,0.0,45574.0,778.0
1400232530,608795.3621201165,5.760263181869805e6,0.0,964.0,873.0
1400232531,608775.2042033,5.760316806399315e6,0.0,1147.0,1360.0
1400232538,608747.7483030288,5.760381888119993e6,0.0,35100.0,1299.0
9723494220,608743.23054876,5.760391536546252e6,0.0,34855.0,35065.0
1400232540,608726.2327507354,5.7604278615974225e6,0.0,34920.0,1019.0
1400232543,608687.9728520798,5.760496980934609e6,0.0,857.0,1126.0
1400232546,608645.8044576354,5.760562966821526e6,0.0,Inf,810.0
9723494217,608642.7442978664,5.760566894645843e6,0.0,Inf,Inf
1400232550,608613.040667407,5.7606050131098e6,0.0,Inf,8715.0
1400232552,608567.0310533255,5.760664496054434e6,0.0,8534.0,7277.0
1400232555,608518.6244549283,5.760721791001365e6,0.0,Inf,Inf
9723494215,608391.4497970095,5.760878838056308e6,0.0,Inf,Inf
9723494212,608266.1607065644,5.761033559063857e6,0.0,Inf,Inf
9723494210,608139.6157743288,5.761189846862854e6,0.0,Inf,Inf
9723494207,608015.6195233171,5.761342988362381e6,0.0,Inf,Inf
1400232558,607902.2376827039,5.761483021539941e6,0.0,Inf,7946.0
9723494206,607888.5094795938,5.761501350476769e6,0.0,Inf,Inf
9723494203,607768.9695695715,5.761660980560163e6,0.0,Inf,Inf
9723494202,607648.8150011539,5.761821434507785e6,0.0,Inf,Inf
1400232564,607631.9558266734,5.761843946865141e6,0.0,Inf,35209.0
1400232566,607581.3149468815,5.761910959943502e6,0.0,Inf,45479.0
9723494199,607497.133843198,5.76202158977794e6,0.0,Inf,Inf
9723494197,607407.6344361042,5.762139216243797e6,0.0,Inf,Inf
9723494195,607316.4786640293,5.762259011602111e6,0.0,Inf,Inf
9723494194,607195.0312401098,5.762418635592775e6,0.0,Inf,Inf
1400232568,607161.0684873235,5.762463268514308e6,0.0,Inf,Inf
9723494191,607072.9715035077,5.762579628847795e6,0.0,Inf,Inf
9723494189,606932.540437814,5.7627651319880495e6,0.0,Inf,Inf
1400253959,606894.8321082507,5.762814937971777e6,0.0,Inf,Inf
9723494185,606574.9818955316,5.76323304543542e6,0.0,Inf,Inf
9723494176,606558.8883108324,5.763254231200866e6,0.0,Inf,Inf
8715235776,606549.0048234706,5.763267238239951e6,0.0,Inf,6160.0
9723494183,606529.0573524939,5.763294316651234e6,0.0,Inf,Inf
8715235774,606512.801270304,5.763316378068486e6,0.0,Inf,1511.0
9723494179,606499.3664011606,5.763335584652443e6,0.0,Inf,Inf
1400253962,606493.9060958079,5.763343390067247e6,0.0,Inf,1072.0
8715235778,606465.7353048625,5.763387127384923e6,0.0,44728.0,1380.0
9723494172,606446.4017984293,5.763419582122405e6,0.0,44773.0,45046.0
1400253964,606436.7527673859,5.763435787642041e6,0.0,44753.0,1209.0
1400253966,606408.3101028627,5.763488453940962e6,0.0,1170.0,1241.0
1400253970,606381.654491656,5.7635442738867905e6,0.0,1276.0,1325.0
8715235808,606365.1136811415,5.7635826520750625e6,0.0,46979.0,1400.0
9723494170,606358.778391832,5.763598349823919e6,0.0,46836.0,47134.0
1400253973,606349.7324051087,5.763620754622829e6,0.0,47445.0,1263.0
8715235806,606332.8152083552,5.76366811499738e6,0.0,1636.0,1991.0
1400253976,606316.6900719128,5.763715692580295e6,0.0,1581.0,1077.0
1400253979,606301.9180477314,5.76376937405195e6,0.0,25082.0,1059.0
9723494167,606297.1058874433,5.763791257221401e6,0.0,25127.0,25518.0
1400253985,606284.3688526022,5.763849332524e6,0.0,25257.0,1240.0
8715235803,606280.1563739076,5.763873042087237e6,0.0,1515.0,1295.0
1400253987,606276.4268705891,5.763896962220194e6,0.0,1501.0,1793.0
1400253988,606268.3557136604,5.763955493030102e6,0.0,Inf,1259.0
9723494160,606265.4229898736,5.763987452270461e6,0.0,Inf,Inf
1400253991,606262.6678141389,5.764017523810837e6,0.0,Inf,1130.0
1400253992,606260.6899454619,5.764070398749447e6,0.0,1300.0,1648.0
1400253995,606260.2110846357,5.764143778180749e6,0.0,29568.0,1280.0
9723494158,606262.2556545361,5.764187003250174e6,0.0,29109.0,29478.0
1400253998,606263.2092371964,5.7642070065599745e6,0.0,29234.0,1082.0
10856056690,606266.1370798955,5.764240347973712e6,0.0,1228.0,1368.0
1400254001,606271.1854224772,5.764284349155969e6,0.0,1476.0,1452.0
10856056691,606276.1821561507,5.764319815308528e6,0.0,1265.0,1342.0
1400254004,606282.7993770774,5.764359121234351e6,0.0,3053.0,1078.0
9723494155,606288.5912233137,5.764386582227194e6,0.0,2957.0,3278.0
10856056697,606293.4308921623,5.764409116194166e6,0.0,3546.0,1504.0
1400254007,606301.042337076,5.764440732760749e6,0.0,1872.0,2148.0
10856056696,606308.4254726373,5.764469852163938e6,0.0,2115.0,2217.0
1400254009,606328.5647963604,5.764541034324256e6,0.0,2048.0,6600.0
9723494154,606340.6226390507,5.764579143470086e6,0.0,3386.0,12981.0
1400254011,606362.8553936874,5.764656078304533e6,0.0,6658.0,9626.0
1401308555,606398.1101238811,5.76478697604918e6,0.0,Inf,Inf
1401308588,606417.7804013535,5.764857492227319e6,0.0,Inf,Inf
9723494151,606447.6896938538,5.764964710621839e6,0.0,Inf,Inf
9723494149,606501.3705733377,5.765157186973261e6,0.0,Inf,Inf
1401308625,606517.6588330334,5.765215592646816e6,0.0,Inf,17845.0
1401308631,606531.0809648925,5.765260040236007e6,0.0,Inf,Inf
9723494145,606556.2366648783,5.765348587923634e6,0.0,Inf,Inf
1401308640,606570.0043845656,5.765397059680771e6,0.0,Inf,Inf
1401308644,606606.5323677857,5.765525638969276e6,0.0,Inf,Inf
9723494142,606611.9292893012,5.765544769476395e6,0.0,Inf,Inf
9723494137,606663.7672329653,5.76572844113605e6,0.0,Inf,Inf
9723494134,606720.366040322,5.765928983025172e6,0.0,Inf,Inf
1401308646,606750.9949170572,5.766037509951738e6,0.0,Inf,Inf
9723494132,606775.0146434868,5.766122630097362e6,0.0,Inf,Inf
9723494130,606829.2433004022,5.7663148447867e6,0.0,Inf,Inf
9723494125,606883.3529951588,5.76650663491364e6,0.0,Inf,Inf
9723494122,606937.6942282745,5.76669925416149e6,0.0,Inf,Inf
1401308651,606972.8202243153,5.766823779188279e6,0.0,Inf,43717.0
1401308653,606980.0514747142,5.766849046930741e6,0.0,Inf,26122.0
9723494121,606992.3418684213,5.766894005947961e6,0.0,Inf,Inf
1401308654,607007.4186641299,5.7669491388323475e6,0.0,Inf,Inf
9723494118,607046.1571805472,5.767087683643367e6,0.0,Inf,Inf
9723494117,607099.7368871658,5.767279343163615e6,0.0,Inf,Inf
9723494114,607153.5034434865,5.767471675073342e6,0.0,Inf,Inf
9723494111,607207.514205121,5.767664880892699e6,0.0,Inf,Inf
9723494110,607261.7502156923,5.76785888233862e6,0.0,Inf,Inf
3263189230,607285.7805854463,5.7679448516532695e6,0.0,Inf,Inf
9723494106,607314.6767403644,5.768048817435302e6,0.0,Inf,Inf
9723494104,607367.9453852135,5.768240496410633e6,0.0,Inf,Inf
1401308666,607399.5877884049,5.768354346806569e6,0.0,Inf,5304.0
3263227465,607405.5961058612,5.768378531987056e6,0.0,3225.0,4417.0
1401308668,607417.2436690023,5.768427150328889e6,0.0,21306.0,9046.0
9723494103,607418.591020261,5.768433054211255e6,0.0,20574.0,24513.0
1401308669,607432.3681199156,5.768493590572058e6,0.0,21407.0,3128.0
1401308673,607462.7013845568,5.768606289498228e6,0.0,Inf,6087.0
9723494101,607469.2797933632,5.768629452319029e6,0.0,Inf,Inf
1401308677,607503.8857694159,5.768751289693211e6,0.0,Inf,Inf
9723494099,607523.3426396728,5.768819626363122e6,0.0,Inf,Inf
2657886404,607561.9802789898,5.768955348286517e6,0.0,Inf,14961.0
9723494097,607578.7683074091,5.769012222856112e6,0.0,Inf,Inf
1401308683,607591.2870425485,5.769054640830877e6,0.0,Inf,4692.0
